Code,Code,county_and_state,county,state,Year,Labor Force,Employed,Unemployed,Unemployment_Rate_percent
12,11,"Broward County, FL",Broward County,FL,2015,"992,033","940,668","51,365",5.2
12,13,"Calhoun County, FL",Calhoun County,FL,2015,"4,960","4,654",306,6.2
12,15,"Charlotte County, FL",Charlotte County,FL,2015,"67,928","63,810","4,118",6.1
12,17,"Citrus County, FL",Citrus County,FL,2015,"48,006","44,364","3,642",7.6
12,19,"Clay County, FL",Clay County,FL,2015,"98,837","93,804","5,033",5.1
12,21,"Collier County, FL",Collier County,FL,2015,"164,330","155,607","8,723",5.3
12,23,"Columbia County, FL",Columbia County,FL,2015,"29,089","27,474","1,615",5.6
12,27,"DeSoto County, FL",DeSoto County,FL,2015,"13,431","12,643",788,5.9
12,29,"Dixie County, FL",Dixie County,FL,2015,"5,609","5,256",353,6.3
12,31,"Duval County, FL",Duval County,FL,2015,"462,381","435,287","27,094",5.9
12,33,"Escambia County, FL",Escambia County,FL,2015,"138,671","130,843","7,828",5.6
12,35,"Flagler County, FL",Flagler County,FL,2015,"43,845","41,064","2,781",6.3
12,37,"Franklin County, FL",Franklin County,FL,2015,"4,791","4,563",228,4.8
12,39,"Gadsden County, FL",Gadsden County,FL,2015,"18,285","16,957","1,328",7.3
12,41,"Gilchrist County, FL",Gilchrist County,FL,2015,"6,524","6,151",373,5.7
12,43,"Glades County, FL",Glades County,FL,2015,"4,729","4,388",341,7.2
12,45,"Gulf County, FL",Gulf County,FL,2015,"6,019","5,699",320,5.3
12,47,"Hamilton County, FL",Hamilton County,FL,2015,"4,540","4,243",297,6.5
12,49,"Hardee County, FL",Hardee County,FL,2015,"10,131","9,416",715,7.1
12,51,"Hendry County, FL",Hendry County,FL,2015,"15,162","13,535","1,627",10.7
12,53,"Hernando County, FL",Hernando County,FL,2015,"66,373","61,707","4,666",7
12,55,"Highlands County, FL",Highlands County,FL,2015,"35,485","32,799","2,686",7.6
12,57,"Hillsborough County, FL",Hillsborough County,FL,2015,"692,032","656,690","35,342",5.1
12,59,"Holmes County, FL",Holmes County,FL,2015,"6,718","6,301",417,6.2
12,61,"Indian River County, FL",Indian River County,FL,2015,"61,460","57,212","4,248",6.9
12,63,"Jackson County, FL",Jackson County,FL,2015,"17,379","16,345","1,034",5.9
12,65,"Jefferson County, FL",Jefferson County,FL,2015,"5,395","5,071",324,6
12,67,"Lafayette County, FL",Lafayette County,FL,2015,"3,217","3,068",149,4.6
12,69,"Lake County, FL",Lake County,FL,2015,"141,343","133,475","7,868",5.6
12,71,"Lee County, FL",Lee County,FL,2015,"320,586","303,892","16,694",5.2
12,73,"Leon County, FL",Leon County,FL,2015,"148,125","140,607","7,518",5.1
12,75,"Levy County, FL",Levy County,FL,2015,"16,510","15,547",963,5.8
12,77,"Liberty County, FL",Liberty County,FL,2015,"2,648","2,491",157,5.9
12,79,"Madison County, FL",Madison County,FL,2015,"7,504","7,039",465,6.2
12,81,"Manatee County, FL",Manatee County,FL,2015,"165,527","157,051","8,476",5.1
12,83,"Marion County, FL",Marion County,FL,2015,"130,698","122,131","8,567",6.6
12,85,"Martin County, FL",Martin County,FL,2015,"69,769","65,987","3,782",5.4
12,86,"Miami-Dade County, FL",Miami-Dade County,FL,2015,"1,295,273","1,215,857","79,416",6.1
12,87,"Monroe County, FL",Monroe County,FL,2015,"45,948","44,332","1,616",3.5
12,89,"Nassau County, FL",Nassau County,FL,2015,"36,703","34,798","1,905",5.2
12,91,"Okaloosa County, FL",Okaloosa County,FL,2015,"92,079","87,870","4,209",4.6
12,93,"Okeechobee County, FL",Okeechobee County,FL,2015,"17,318","16,216","1,102",6.4
12,95,"Orange County, FL",Orange County,FL,2015,"688,737","653,788","34,949",5.1
12,97,"Osceola County, FL",Osceola County,FL,2015,"157,892","148,689","9,203",5.8
12,99,"Palm Beach County, FL",Palm Beach County,FL,2015,"693,582","657,771","35,811",5.2
12,101,"Pasco County, FL",Pasco County,FL,2015,"216,242","203,402","12,840",5.9
12,103,"Pinellas County, FL",Pinellas County,FL,2015,"472,466","448,842","23,624",5
12,105,"Polk County, FL",Polk County,FL,2015,"281,059","263,119","17,940",6.4
12,107,"Putnam County, FL",Putnam County,FL,2015,"27,376","25,266","2,110",7.7
12,109,"St. Johns County, FL",St. Johns County,FL,2015,"113,798","109,271","4,527",4
12,111,"St. Lucie County, FL",St. Lucie County,FL,2015,"131,823","123,346","8,477",6.4
12,113,"Santa Rosa County, FL",Santa Rosa County,FL,2015,"74,246","70,622","3,624",4.9
12,115,"Sarasota County, FL",Sarasota County,FL,2015,"178,504","169,363","9,141",5.1
12,117,"Seminole County, FL",Seminole County,FL,2015,"237,549","225,741","11,808",5
12,119,"Sumter County, FL",Sumter County,FL,2015,"28,750","26,518","2,232",7.8
12,121,"Suwannee County, FL",Suwannee County,FL,2015,"18,005","17,014",991,5.5
12,123,"Taylor County, FL",Taylor County,FL,2015,"9,015","8,404",611,6.8
12,125,"Union County, FL",Union County,FL,2015,"4,753","4,520",233,4.9
12,127,"Volusia County, FL",Volusia County,FL,2015,"239,604","225,449","14,155",5.9
12,129,"Wakulla County, FL",Wakulla County,FL,2015,"14,013","13,353",660,4.7
12,131,"Walton County, FL",Walton County,FL,2015,"27,949","26,623","1,326",4.7
12,133,"Washington County, FL",Washington County,FL,2015,"9,648","9,068",580,6
13,1,"Appling County, GA",Appling County,GA,2015,"8,578","7,940",638,7.4
13,3,"Atkinson County, GA",Atkinson County,GA,2015,"3,821","3,598",223,5.8
13,5,"Bacon County, GA",Bacon County,GA,2015,"4,840","4,557",283,5.8
13,7,"Baker County, GA",Baker County,GA,2015,"1,111","1,029",82,7.4
13,9,"Baldwin County, GA",Baldwin County,GA,2015,"17,554","16,186","1,368",7.8
13,11,"Banks County, GA",Banks County,GA,2015,"8,127","7,666",461,5.7
13,13,"Barrow County, GA",Barrow County,GA,2015,"35,704","33,793","1,911",5.4
13,15,"Bartow County, GA",Bartow County,GA,2015,"46,322","43,548","2,774",6
13,17,"Ben Hill County, GA",Ben Hill County,GA,2015,"5,418","4,922",496,9.2
13,19,"Berrien County, GA",Berrien County,GA,2015,"6,966","6,458",508,7.3
13,21,"Bibb County, GA",Bibb County,GA,2015,"67,167","62,617","4,550",6.8
13,23,"Bleckley County, GA",Bleckley County,GA,2015,"4,323","3,948",375,8.7
13,25,"Brantley County, GA",Brantley County,GA,2015,"6,830","6,311",519,7.6
13,27,"Brooks County, GA",Brooks County,GA,2015,"6,805","6,386",419,6.2
13,29,"Bryan County, GA",Bryan County,GA,2015,"15,962","15,109",853,5.3
13,31,"Bulloch County, GA",Bulloch County,GA,2015,"34,344","32,226","2,118",6.2
13,33,"Burke County, GA",Burke County,GA,2015,"9,031","8,285",746,8.3
13,35,"Butts County, GA",Butts County,GA,2015,"10,012","9,335",677,6.8
13,37,"Calhoun County, GA",Calhoun County,GA,2015,"2,105","1,972",133,6.3
13,39,"Camden County, GA",Camden County,GA,2015,"22,048","20,804","1,244",5.6
13,43,"Candler County, GA",Candler County,GA,2015,"4,910","4,626",284,5.8
13,45,"Carroll County, GA",Carroll County,GA,2015,"51,208","47,706","3,502",6.8
13,47,"Catoosa County, GA",Catoosa County,GA,2015,"31,012","29,364","1,648",5.3
13,49,"Charlton County, GA",Charlton County,GA,2015,"4,713","4,407",306,6.5
13,51,"Chatham County, GA",Chatham County,GA,2015,"131,745","123,904","7,841",6
13,53,"Chattahoochee County, GA",Chattahoochee County,GA,2015,"2,087","1,901",186,8.9
13,55,"Chattooga County, GA",Chattooga County,GA,2015,"10,432","9,777",655,6.3
13,57,"Cherokee County, GA",Cherokee County,GA,2015,"118,953","113,293","5,660",4.8
13,59,"Clarke County, GA",Clarke County,GA,2015,"56,485","52,987","3,498",6.2
13,61,"Clay County, GA",Clay County,GA,2015,851,749,102,12
13,63,"Clayton County, GA",Clayton County,GA,2015,"124,988","115,296","9,692",7.8
13,65,"Clinch County, GA",Clinch County,GA,2015,"2,742","2,546",196,7.1
13,67,"Cobb County, GA",Cobb County,GA,2015,"393,682","373,383","20,299",5.2
13,69,"Coffee County, GA",Coffee County,GA,2015,"17,096","15,926","1,170",6.8
13,71,"Colquitt County, GA",Colquitt County,GA,2015,"19,823","18,535","1,288",6.5
13,73,"Columbia County, GA",Columbia County,GA,2015,"67,851","64,390","3,461",5.1
13,75,"Cook County, GA",Cook County,GA,2015,"7,206","6,716",490,6.8
13,77,"Coweta County, GA",Coweta County,GA,2015,"67,073","63,448","3,625",5.4
13,79,"Crawford County, GA",Crawford County,GA,2015,"5,514","5,160",354,6.4
13,81,"Crisp County, GA",Crisp County,GA,2015,"9,320","8,671",649,7
13,83,"Dade County, GA",Dade County,GA,2015,"7,761","7,329",432,5.6
13,85,"Dawson County, GA",Dawson County,GA,2015,"10,818","10,256",562,5.2
13,87,"Decatur County, GA",Decatur County,GA,2015,"11,265","10,486",779,6.9
13,89,"DeKalb County, GA",DeKalb County,GA,2015,"368,863","346,210","22,653",6.1
13,91,"Dodge County, GA",Dodge County,GA,2015,"6,881","6,295",586,8.5
13,93,"Dooly County, GA",Dooly County,GA,2015,"4,705","4,344",361,7.7
13,95,"Dougherty County, GA",Dougherty County,GA,2015,"37,460","34,519","2,941",7.9
13,97,"Douglas County, GA",Douglas County,GA,2015,"67,568","63,209","4,359",6.5
13,99,"Early County, GA",Early County,GA,2015,"4,309","4,005",304,7.1
13,101,"Echols County, GA",Echols County,GA,2015,"1,844","1,756",88,4.8
13,103,"Effingham County, GA",Effingham County,GA,2015,"26,854","25,458","1,396",5.2
13,105,"Elbert County, GA",Elbert County,GA,2015,"7,529","6,960",569,7.6
13,107,"Emanuel County, GA",Emanuel County,GA,2015,"8,227","7,495",732,8.9
13,109,"Evans County, GA",Evans County,GA,2015,"4,610","4,348",262,5.7
13,111,"Fannin County, GA",Fannin County,GA,2015,"9,999","9,369",630,6.3
13,113,"Fayette County, GA",Fayette County,GA,2015,"53,538","50,712","2,826",5.3
13,115,"Floyd County, GA",Floyd County,GA,2015,"42,497","39,611","2,886",6.8
13,117,"Forsyth County, GA",Forsyth County,GA,2015,"103,197","98,435","4,762",4.6
13,119,"Franklin County, GA",Franklin County,GA,2015,"9,180","8,594",586,6.4
13,121,"Fulton County, GA",Fulton County,GA,2015,"508,815","477,884","30,931",6.1
13,123,"Gilmer County, GA",Gilmer County,GA,2015,"11,589","10,877",712,6.1
13,125,"Glascock County, GA",Glascock County,GA,2015,"1,219","1,137",82,6.7
13,127,"Glynn County, GA",Glynn County,GA,2015,"37,264","34,962","2,302",6.2
13,129,"Gordon County, GA",Gordon County,GA,2015,"25,856","24,302","1,554",6
13,131,"Grady County, GA",Grady County,GA,2015,"10,304","9,673",631,6.1
13,133,"Greene County, GA",Greene County,GA,2015,"6,751","6,296",455,6.7
13,135,"Gwinnett County, GA",Gwinnett County,GA,2015,"447,227","423,631","23,596",5.3
13,137,"Habersham County, GA",Habersham County,GA,2015,"18,602","17,519","1,083",5.8
13,139,"Hall County, GA",Hall County,GA,2015,"91,705","87,171","4,534",4.9
13,141,"Hancock County, GA",Hancock County,GA,2015,"2,461","2,216",245,10
13,143,"Haralson County, GA",Haralson County,GA,2015,"11,736","10,955",781,6.7
13,145,"Harris County, GA",Harris County,GA,2015,"15,520","14,692",828,5.3
13,147,"Hart County, GA",Hart County,GA,2015,"10,284","9,635",649,6.3
13,149,"Heard County, GA",Heard County,GA,2015,"4,856","4,539",317,6.5
13,151,"Henry County, GA",Henry County,GA,2015,"103,843","97,333","6,510",6.3
13,153,"Houston County, GA",Houston County,GA,2015,"64,936","61,086","3,850",5.9
13,155,"Irwin County, GA",Irwin County,GA,2015,"3,100","2,836",264,8.5
13,157,"Jackson County, GA",Jackson County,GA,2015,"30,386","28,890","1,496",4.9
13,159,"Jasper County, GA",Jasper County,GA,2015,"6,367","6,010",357,5.6
13,161,"Jeff Davis County, GA",Jeff Davis County,GA,2015,"6,272","5,847",425,6.8
13,163,"Jefferson County, GA",Jefferson County,GA,2015,"6,298","5,719",579,9.2
13,165,"Jenkins County, GA",Jenkins County,GA,2015,"3,071","2,811",260,8.5
13,167,"Johnson County, GA",Johnson County,GA,2015,"3,829","3,556",273,7.1
13,169,"Jones County, GA",Jones County,GA,2015,"13,322","12,574",748,5.6
13,171,"Lamar County, GA",Lamar County,GA,2015,"7,597","7,003",594,7.8
13,173,"Lanier County, GA",Lanier County,GA,2015,"3,740","3,486",254,6.8
13,175,"Laurens County, GA",Laurens County,GA,2015,"18,434","17,018","1,416",7.7
13,177,"Lee County, GA",Lee County,GA,2015,"13,967","13,211",756,5.4
13,179,"Liberty County, GA",Liberty County,GA,2015,"24,690","23,103","1,587",6.4
13,181,"Lincoln County, GA",Lincoln County,GA,2015,"3,327","3,099",228,6.9
13,183,"Long County, GA",Long County,GA,2015,"7,005","6,587",418,6
13,185,"Lowndes County, GA",Lowndes County,GA,2015,"49,790","46,796","2,994",6
13,187,"Lumpkin County, GA",Lumpkin County,GA,2015,"15,145","14,312",833,5.5
13,189,"McDuffie County, GA",McDuffie County,GA,2015,"8,690","7,954",736,8.5
13,191,"McIntosh County, GA",McIntosh County,GA,2015,"5,753","5,373",380,6.6
13,193,"Macon County, GA",Macon County,GA,2015,"4,567","4,140",427,9.3
13,195,"Madison County, GA",Madison County,GA,2015,"12,481","11,776",705,5.6
13,197,"Marion County, GA",Marion County,GA,2015,"3,407","3,115",292,8.6
13,199,"Meriwether County, GA",Meriwether County,GA,2015,"8,576","7,877",699,8.2
13,201,"Miller County, GA",Miller County,GA,2015,"2,639","2,494",145,5.5
13,205,"Mitchell County, GA",Mitchell County,GA,2015,"8,619","8,029",590,6.8
13,207,"Monroe County, GA",Monroe County,GA,2015,"12,526","11,784",742,5.9
13,209,"Montgomery County, GA",Montgomery County,GA,2015,"3,671","3,347",324,8.8
13,211,"Morgan County, GA",Morgan County,GA,2015,"8,324","7,860",464,5.6
13,213,"Murray County, GA",Murray County,GA,2015,"15,891","14,700","1,191",7.5
13,215,"Muscogee County, GA",Muscogee County,GA,2015,"78,024","72,100","5,924",7.6
13,217,"Newton County, GA",Newton County,GA,2015,"47,891","44,597","3,294",6.9
13,219,"Oconee County, GA",Oconee County,GA,2015,"17,385","16,602",783,4.5
13,221,"Oglethorpe County, GA",Oglethorpe County,GA,2015,"6,650","6,275",375,5.6
13,223,"Paulding County, GA",Paulding County,GA,2015,"75,454","71,460","3,994",5.3
13,225,"Peach County, GA",Peach County,GA,2015,"11,163","10,263",900,8.1
13,227,"Pickens County, GA",Pickens County,GA,2015,"13,716","12,972",744,5.4
13,229,"Pierce County, GA",Pierce County,GA,2015,"7,954","7,449",505,6.3
13,231,"Pike County, GA",Pike County,GA,2015,"8,134","7,660",474,5.8
13,233,"Polk County, GA",Polk County,GA,2015,"17,945","16,736","1,209",6.7
13,235,"Pulaski County, GA",Pulaski County,GA,2015,"3,968","3,702",266,6.7
13,237,"Putnam County, GA",Putnam County,GA,2015,"7,716","7,082",634,8.2
13,239,"Quitman County, GA",Quitman County,GA,2015,807,751,56,6.9
13,241,"Rabun County, GA",Rabun County,GA,2015,"6,430","5,991",439,6.8
13,243,"Randolph County, GA",Randolph County,GA,2015,"2,399","2,177",222,9.3
13,245,"Richmond County, GA",Richmond County,GA,2015,"83,351","77,071","6,280",7.5
13,247,"Rockdale County, GA",Rockdale County,GA,2015,"41,793","39,019","2,774",6.6
13,249,"Schley County, GA",Schley County,GA,2015,"2,086","1,945",141,6.8
13,251,"Screven County, GA",Screven County,GA,2015,"4,986","4,564",422,8.5
13,253,"Seminole County, GA",Seminole County,GA,2015,"3,057","2,805",252,8.2
13,255,"Spalding County, GA",Spalding County,GA,2015,"26,814","24,620","2,194",8.2
13,257,"Stephens County, GA",Stephens County,GA,2015,"10,739","10,025",714,6.6
13,259,"Stewart County, GA",Stewart County,GA,2015,"2,091","1,944",147,7
13,261,"Sumter County, GA",Sumter County,GA,2015,"12,692","11,618","1,074",8.5
13,263,"Talbot County, GA",Talbot County,GA,2015,"2,667","2,457",210,7.9
13,265,"Taliaferro County, GA",Taliaferro County,GA,2015,587,540,47,8
13,267,"Tattnall County, GA",Tattnall County,GA,2015,"9,171","8,596",575,6.3
13,269,"Taylor County, GA",Taylor County,GA,2015,"2,743","2,487",256,9.3
13,271,"Telfair County, GA",Telfair County,GA,2015,"4,772","4,350",422,8.8
13,273,"Terrell County, GA",Terrell County,GA,2015,"3,590","3,318",272,7.6
13,275,"Thomas County, GA",Thomas County,GA,2015,"16,626","15,403","1,223",7.4
13,277,"Tift County, GA",Tift County,GA,2015,"18,137","17,009","1,128",6.2
13,279,"Toombs County, GA",Toombs County,GA,2015,"11,735","10,693","1,042",8.9
13,281,"Towns County, GA",Towns County,GA,2015,"3,873","3,562",311,8
13,283,"Treutlen County, GA",Treutlen County,GA,2015,"2,671","2,440",231,8.6
13,285,"Troup County, GA",Troup County,GA,2015,"35,191","33,016","2,175",6.2
13,287,"Turner County, GA",Turner County,GA,2015,"3,157","2,939",218,6.9
13,289,"Twiggs County, GA",Twiggs County,GA,2015,"2,933","2,661",272,9.3
13,291,"Union County, GA",Union County,GA,2015,"9,719","9,190",529,5.4
13,293,"Upson County, GA",Upson County,GA,2015,"11,006","10,195",811,7.4
13,295,"Walker County, GA",Walker County,GA,2015,"29,064","27,298","1,766",6.1
13,297,"Walton County, GA",Walton County,GA,2015,"41,195","38,928","2,267",5.5
13,299,"Ware County, GA",Ware County,GA,2015,"14,324","13,375",949,6.6
13,301,"Warren County, GA",Warren County,GA,2015,"2,610","2,403",207,7.9
13,303,"Washington County, GA",Washington County,GA,2015,"7,117","6,611",506,7.1
13,305,"Wayne County, GA",Wayne County,GA,2015,"11,439","10,596",843,7.4
13,307,"Webster County, GA",Webster County,GA,2015,957,866,91,9.5
13,309,"Wheeler County, GA",Wheeler County,GA,2015,"1,676","1,491",185,11
13,311,"White County, GA",White County,GA,2015,"13,625","12,906",719,5.3
13,313,"Whitfield County, GA",Whitfield County,GA,2015,"45,084","42,154","2,930",6.5
13,315,"Wilcox County, GA",Wilcox County,GA,2015,"2,713","2,496",217,8
13,317,"Wilkes County, GA",Wilkes County,GA,2015,"3,847","3,564",283,7.4
13,319,"Wilkinson County, GA",Wilkinson County,GA,2015,"3,563","3,298",265,7.4
13,321,"Worth County, GA",Worth County,GA,2015,"8,744","8,168",576,6.6
15,1,"Hawaii County, HI",Hawaii County,HI,2015,"89,418","85,690","3,728",4.2
15,3,"Honolulu County/city, HI",Honolulu County/city,HI,2015,"460,605","445,679","14,926",3.2
15,7,"Kauai County, HI",Kauai County,HI,2015,"35,836","34,485","1,351",3.8
15,9,"Maui County, HI",Maui County,HI,2015,"84,736","81,762","2,974",3.5
16,1,"Ada County, ID",Ada County,ID,2015,"217,455","210,124","7,331",3.4
16,3,"Adams County, ID",Adams County,ID,2015,"1,712","1,591",121,7.1
16,5,"Bannock County, ID",Bannock County,ID,2015,"41,928","40,372","1,556",3.7
16,7,"Bear Lake County, ID",Bear Lake County,ID,2015,"2,832","2,714",118,4.2
16,9,"Benewah County, ID",Benewah County,ID,2015,"4,031","3,786",245,6.1
16,11,"Bingham County, ID",Bingham County,ID,2015,"22,072","21,234",838,3.8
16,13,"Blaine County, ID",Blaine County,ID,2015,"11,839","11,449",390,3.3
16,15,"Boise County, ID",Boise County,ID,2015,"3,049","2,870",179,5.9
16,17,"Bonner County, ID",Bonner County,ID,2015,"18,517","17,493","1,024",5.5
16,19,"Bonneville County, ID",Bonneville County,ID,2015,"51,063","49,414","1,649",3.2
16,21,"Boundary County, ID",Boundary County,ID,2015,"5,089","4,829",260,5.1
16,23,"Butte County, ID",Butte County,ID,2015,"1,278","1,224",54,4.2
16,25,"Camas County, ID",Camas County,ID,2015,649,628,21,3.2
16,27,"Canyon County, ID",Canyon County,ID,2015,"91,002","86,781","4,221",4.6
16,29,"Caribou County, ID",Caribou County,ID,2015,"3,768","3,624",144,3.8
16,31,"Cassia County, ID",Cassia County,ID,2015,"11,476","11,120",356,3.1
16,33,"Clark County, ID",Clark County,ID,2015,396,382,14,3.5
16,35,"Clearwater County, ID",Clearwater County,ID,2015,"3,078","2,848",230,7.5
16,37,"Custer County, ID",Custer County,ID,2015,"2,127","1,996",131,6.2
16,39,"Elmore County, ID",Elmore County,ID,2015,"10,745","10,274",471,4.4
16,41,"Franklin County, ID",Franklin County,ID,2015,"6,461","6,274",187,2.9
16,43,"Fremont County, ID",Fremont County,ID,2015,"7,185","6,943",242,3.4
16,45,"Gem County, ID",Gem County,ID,2015,"7,532","7,164",368,4.9
16,47,"Gooding County, ID",Gooding County,ID,2015,"7,988","7,731",257,3.2
16,49,"Idaho County, ID",Idaho County,ID,2015,"6,392","6,023",369,5.8
